"id","grade","grade_suffix","coating","finish","surface_type","surface_protection","form","thickness_min","thickness_max","width_min","width_max","length_min","height_min","height_max","weight_min","weight_max","inner_diameter_min","inner_diameter_max","outer_diameter_min","outer_diameter_max","yield_strength_min","yield_strength_max","tensile_strength_min","tensile_strength_max"
"e8fda820-0cfc-4bd3-b262-8a385d761148","DC01","","","Cold Rolled (+CR)","","Lightly Oiled (L)","Coils","1.15","1.25","992","1520","","","","","25000","610","610","","","","","",""
"64833a19-4972-403d-ae8b-09a61af341b8","","","AZ","Hot-dip Aluzinc (+AZ)","","","Sheets","0.9","2","","","","","","2000","25000","","","","","","","",""
"da145505-b6ed-41b8-a399-d2538e4e3a17","1.2343","","","Soft Annealed (+A), As Rolled and Turned (+SH)","","","Round Bars","23","23","23","23","3050","3200","","3000","3000","","","","","","","",""
"ac5c07ef-1080-4f1a-a978-e381f929c991","1.2343","","","Soft Annealed (+A), As Rolled and Turned (+SH)","","","Round Bars","34","34","34","34","3050","3200","","10000","10000","","","","","","","",""
"850f8984-ee74-4a26-80e8-a409617929db","1.2343","","","Soft Annealed (+A), As Rolled and Turned (+SH)","","","Round Bars","44","44","44","44","3050","3200","","5000","5000","","","","","","","",""
"1af696e7-a9ca-41fd-aa96-d529d893c65d","","","ZF","Galvannealed (+ZF)","","","Sheets","0.9","2","","","","","","2000","25000","","","","","","","",""
"bccd18aa-a90b-481f-894c-5adcf4113298","","","ZM","Hot-dip zinc magnesium (+ZM)","","","Sheets","0.9","2","","","","","","2000","25000","","","","","","","",""
"fb7938c3-3d98-4641-9299-fe6fd9703324","","","OC","Organic (+OC)","","","Sheets","0.9","2","","","","","","2000","25000","","","","","","","",""
"03b9e7fe-5913-4662-97d0-078dfc56df27","S235","","","","","","Sheets","3","3","1500","1500","3000","3000","","35000","35000","","","","","","","",""
"863c204e-ef4a-4462-bac6-20360a32622d","","","","","","","Sheets","0.8","1.2","","","","","","","","","","","","","","",""
"9d22f999-a354-44d2-95f1-bc94c38ee626","S320GD","","","","","","Coils","0.9","2","","","","","","2000","25000","","","","","","","",""
"8790804f-6c19-4064-89a5-412862784b1c","DC01","","","Slightly Oiled","","","Coils","3","3","","1520","","","","10000","20000","610","610","","","","","",""
"3d92c9e6-d3f8-4177-900c-04adc55774c1","S220GD","","Z100","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.4","1.5","","","","","","300000","300000","","","","","","","",""
"9e4e544f-384b-4a87-9a2c-3f69ff5fd4f8","S315MC","","","Hot Rolled","","Pickled and Oiled","Coils","3.9","4.1","","1520","","","","","125000","610","","","","","","",""
"36f09928-cc72-441a-8f0b-5ed7ddb3049c","DC04","","ZE75/75","Electro-Galvanized (+ZE)","","Dry","Coils","0.7","0.7","","","","","","40000","50000","","","","","","","",""
"c7fea5a1-9a97-494d-8b48-80485d841ace","DX56D","","Z140","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, improved surface (MB)","Oiled (O)","Coils","1.2","1.2","","","","","","50000","80000","","","","","","","",""
"1d746f17-0484-43df-bde3-783203462c19","S235","","","","","","Sheets","4","4","2000","2000","4000","4000","","","","","","","","","","",""
"be7af47d-3781-466e-ba10-52de8a53d98a","S450","","GD","","","","Coils","1.1","1.15","","","","","","","","","","","","","","",""
"307024ad-1a6a-40ac-87eb-72ddfb05e836","S235","","","","","","Sheets","25","25","1500","1500","3000","3000","","24000","24000","","","","","","","",""
"bb9852a6-a27a-40e6-80ab-22e210e73310","HC420LA","","","","","","Coils","2.5","2.5","","","","","","","","","","","","","","",""
"9e6883b3-44ad-4b98-a1e9-3c084317dba2","S350","","GD","","","","Coils","1.1","1.15","","","","","","","","","","","","","","",""
"321469ff-ab8c-4690-a8ee-b799fc5836ef","DC04","","ZM060","","","","Slit Coils","0.77","0.87","1250","1250","","","","20000","20000","","","","","","","",""
"82c7706f-2972-4e87-b9f9-f5e6ee3c533b","DC04","","ZF080","","","","Slit Coils","0.77","0.87","1250","1250","","","","20000","20000","","","","","","","",""
"a065713e-1a0f-472f-b7e3-125a8da72465","S420MC","","","","","","Coils","","","","1500","","","","50000","50000","","","","","","","",""
"502608c0-8c68-4a10-a1f9-fdc833a44b05","","","ZM100","","","","Coils","1.5","1.5","","","","","","25000","25000","","","","","","","",""
"672fc34b-2572-44a1-b4ed-d9bdccdc6909","","","ZM310","","","","Coils","1.5","1.5","","","","","","25000","25000","","","","","","","",""
"c4665123-3cf0-4f93-b2fa-6bc1daf06636","CR240LA","","GI50/50","Hot-dip Galvanized (+GI)","Without surface treatment (U)","Oiled (O)","Coils","1.15","1.25","500","","","","","","","","","","","","","",""
"0bafb856-e66e-4e69-a07e-816ffb177634","46SiCrMo6","","","As Rolled (+AR)","","","Round Bars","37","37","37","37","6000","6000","","5000","5000","","","","","","","",""
"e07c106b-0fd7-4f4c-ab2f-1dbf2077d46a","","","","","","","Slabs","6","6","1070","1070","","","","","","","","","","","","",""
"b6d02b36-ae39-4c1c-8e16-29beb068ff97","","","","","","","Slabs","8","8","1070","1070","","","","","","","","","","","","",""
"471199d0-8474-4614-9e4e-e5dd823554f6","42CrMo4","","","Quenched and Tempered (+QT)","","","Round Bars","40","40","","","","","","12000","12000","","","","","","","",""
"1ec3a7ef-4918-4633-a7a5-561f788ba9b5","C45R","","","As Rolled (+AR)","","","Round Bars","110","110","110","110","5700","5900","","7000","7000","","","","","","","",""
"8de2e464-fd64-4009-8ca6-96ccb16df8c9","C45R","","","As Rolled (+AR)","","","Round Bars","135","135","135","135","5700","5900","","40000","40000","","","","","","","",""
"7f9711f8-6328-47ab-b339-aca68e650ff9","C45R","","","As Rolled (+AR)","","","Round Bars","190","190","190","190","6000","6200","","48000","48000","","","","","","","",""
"56d8f8e0-7e07-42f7-9503-360aed60100a","16Mo3","","","","","","Slit Coils","6","6","750","750","","","","12000","12000","","","","","","","",""
"349a1c1b-172f-445a-aefe-97a58c19b08b","CR210","","","","","","Sheets","0.9","0.9","1250","1320","","","","","","","","","","","300","","420"
"b5adad74-af23-4383-8e8c-0adf7024064a","CR240","","","","","","Sheets","0.9","0.9","1250","1320","","","","","","","","","","","300","","420"
"74fcfbc9-2569-46c8-ad3f-a9ea8b9f5a45","16Mo3","","","","","","Slit Coils","10","10","750","750","","","","20000","20000","","","","","","","",""
"ab1abeb5-5541-494f-ac7e-4aeb2dfe04f0","16Mo3","","","","","","Slit Coils","8","8","750","750","","","","16000","16000","","","","","","","",""
"c322fc6c-240c-4c09-9b88-d4f2c2395244","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","2","2","1500","1500","","","","","","","","","","","","",""
"49e758d3-c9cb-410b-b44b-dac87fa83081","CR210","","","","","","Sheets","0.9","0.9","1500","1600","","","","","","","","","","","300","","420"
"cba20c38-f317-405d-baae-f081d703e02f","CR240","","","","","","Sheets","0.9","0.9","1500","1600","","","","","","","","","","","300","","420"
"71f15ae0-6ee5-45fe-9ba8-e988a4c06204","S350","","","","","","","","","","","","","","48000","48000","","","","","","","",""
"1c780fca-582c-44fa-9fcb-3b809f9e62a1","S275JR","","","","","","Sheets","12","12","1500","1500","3000","3000","","25000","25000","","","","","","","",""
"e99d0b15-5893-44e5-b590-a5b74f59c0c2","","","","","","","","","","","","","","","","","","","","","","","",""
"707675ba-b50d-40c7-8cff-c4edeae49d63","DD11","","","1U","","","Plates","4","4","1500","1500","3000","3000","","1000","1000","","","","","","","",""
"8fa97a15-d6c4-4aa6-ba4a-8bcbea89a3f8","DD11","","","1U","","","Plates","5","5","1500","1500","3000","3000","","1000","1000","","","","","","","",""
"711e818a-ca63-4f13-aff2-e30fb49aa354","S235","","","","","","Plates","6","6","1500","1500","3000","3000","","1000","1000","","","","","","","",""
"06722b2c-a72c-4859-a1e7-f67582a0b740","DD11","","","","","","Strips","","","","","","","","","","","","","","","","",""
"3cbfc97b-1004-4096-a198-83f672cb4789","DX51D","","AZ150","Aluzinc (+AZ)","","","Coils","1","1","1404","","","","","24000","24000","","","","","","","",""
"cfe27274-b552-4190-9a38-9abf52000716","DC04","","ZE20/20","Electro-Galvanized (+ZE)","","","Slit Coils","0.77","0.87","1250","1250","","","","20000","20000","","","","","","","",""
"9d129acf-91a6-422f-862f-b0aa92448395","DX51D","","Z140","Hot-dip Galvanized (+Z/+GI)","","","Sheets","0.9","0.9","1500","1600","","","","","","","","","","","300","","420"
"f74fbc17-4f62-4287-8b17-7354bd135366","HX420LAD","","Z140","Hot-dip Galvanized (+Z/+GI)","","","Coils","3","3","","1520","","","","","50000","610","","","","","","",""
"ddaf379f-3e20-42b5-a0a9-ad56cc4d6b5a","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.5","1.5","1500","1500","","","","","24000","","","","","","","",""
"f88c20b1-9296-462d-9a5c-0acb9de06d93","DC04","","","Cold Rolled","","Lightly Oiled (L)","Coils","1.8","1.8","","1520","","","","10000","25000","610","","","","","","",""
"a02c7888-ca2a-4958-9ee2-36191ad749d4","DC01","","","","Minimized spangle, conventional surface (MA)","Oiled (O)","Sheets","1","1","1250","1250","","","","","","","","","","","","",""
"0447535e-6e0c-4992-a80a-a2b05b2e80fc","DC01","","","","Minimized spangle, conventional surface (MA)","Oiled (O)","Sheets","1.2","1.2","1250","1250","","","","","","","","","","","","",""
"f76753db-d647-4d96-811c-a0b4bb978fa7","DX51D","","ZM430","","","","Coils","2","2","1250","1500","","","","60000","60000","","","","","","","",""
"821b1b89-bf81-4422-9d4c-1b1173bc80e3","S350GD","","ZM430","","","","Coils","2","2","1250","1500","","","","60000","60000","","","","","","","",""
"76dcf531-c624-4573-b2bc-45042fb46823","DX51D","","ZM430","","","","Strips","2","2","150","150","","","","60000","60000","","","","","","","",""
"9e9fb40a-75b6-4b2d-a356-752a12e88d1a","S350GD","","ZM430","","","","Strips","2","2","150","150","","","","60000","60000","","","","","","","",""
"fc13df3e-75cb-471f-9bd0-52ad2a8bfd9f","S235","","","","","","Sheets","5","5","1500","1500","3000","3000","","40000","40000","","","","","","","",""
"7f8c14b2-fc22-45ec-a383-2f2ee9b23785","S235","","","","","","Plates","6","6","1500","1500","3000","3000","","70000","70000","","","","","","","",""
"6938d338-6ad1-4280-b994-aa959f48f78f","S355J2+N","","","","","","Plates","8","8","3000","3000","12000","12000","","36000","36000","","","","","","","",""
"9195d6ad-120f-4ae2-8e69-462ca56c3fc0","DC04","","","Cold Rolled (+CR)","","Lightly Oiled (L)","Coils","","","600","1520","","","","20000","25000","","","","","","","",""
"3d150cd4-4e0e-4c9b-8148-cd8fa3426c70","DC01","","","Cold Rolled","","Oiled (O)","Coils","2.24","2.3","","1520","","","","","25000","610","610","","","","","",""
"6246d593-0402-4d7c-9dd3-31216942f0e2","HC420LA","","","","","","Coils","2.3","2.3","800","","","","","","","","","","","","","",""
"a6a85adf-d749-4d9c-bba6-b63a48e3952d","CR380LA","","","","","","Coils","2.3","2.3","800","","","","","","","","","","","","","",""
"ac98ce23-604a-4928-b606-6d1f440f33af","HC420LA","","","","","","Coils","1.14","1.26","","","","","","50000","50000","","","","","","","",""
"9c01afc5-0bdd-4af8-97cf-927e8b5d9b7e","DD11","","","","","","Slabs","3.8","4","500","","","","","20000","20000","","","","","","","",""
"1dfdb162-fc1b-4f49-ad20-2986c9901d51","DC06","","","","","","Coils","1.61","1.79","","","","","","","","","","","","","","",""
"e21ba605-eb69-49f9-8f96-0a31030d6ff5","HC500LA","","","Cold Rolled","","","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"4a0c7903-ab86-4732-96bd-5569b8f96729","HC550LA","","","Cold Rolled","","","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"3e727927-a69d-416f-8957-7a62cfa8daae","S650MC","","","Hot Rolled","","","Coils","2","2","","","","","","","","","","","","","","",""
"267e5bc4-897a-4fc1-97d2-26a45829ba19","S700MC","","","Hot Rolled","","","Coils","2","2","","","","","","","","","","","","","","",""
"f7bbbdaf-da16-4964-92b6-e7fdd11dc74a","S500MC","","","Hot Rolled","","","Coils","1.5","1.5","","","","","","","","","","","","","","",""
"8eae8f75-558d-4a20-97cd-b4a58b2e152d","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","0.5","0.5","","","","","","","","","","","","","","",""
"40bfde20-4a3c-4a4f-8e47-173e193f5eab","Hardox 450","","","","","","Plates","148","148","1500","1500","6000","6000","","","","","","","","","","",""
"5c819189-c9e0-47e3-a258-49323197d124","Hardox 450","","","","","","Plates","162","162","1500","1500","6000","6000","","","","","","","","","","",""
"f321598e-7a5f-442f-8bee-99d9f5e0f954","DX54","","AS050","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"98f12e54-6af0-4e8d-990c-4da4dd74db5a","DX54","","AS060","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"01fcb584-7de5-4dfb-93da-4219074e8a88","DX54","","AS080","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"7447b6dc-e0c9-4567-b627-e2e4eed64d64","DX54","","AS100","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"8fdd1d44-bd45-4f54-9eac-f0b952860804","DX54","","AS120","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"08ba0f47-0d00-43a0-a06f-6c54301b6ed4","DX53","","AS050","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"e3ab8de6-873c-4345-ab55-04019d50c786","DX53","","AS060","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"52cf9a32-613e-48fb-bcaa-c1c887d54d13","DX53","","AS080","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"b6a8a28e-b744-4e4f-a040-be65cfec1ef5","S320GD","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","3","3","","","","","","","","","","","","","","",""
"8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Sheets","0.5","0.5","1000","1000","","","","1000","1000","","","","","","","",""
"7e288b0c-a07c-49ab-aeb3-eafc485554d2","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","","","Sheets","0.6","0.6","1000","1000","","","","1000","1000","","","","","","","",""
"4c7232c9-33b7-4531-b478-5c001092cb50","DX51","","Z200","Hot-dip Galvanized (+Z/+GI)","","","Coils","0.45","0.45","1250","1250","","","","8000","8000","","","7016","7016","","","",""
"6d30555c-7660-45fc-89fb-cfb94b97f189","HX300LAD","","Z100","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","0.6","0.6","1200","","","","","","25000","","","","","","","",""
"1af11d15-fd04-4f06-828a-e6ae465168f7","S235JR","","","Hot Rolled","","","Sheets","4","4","1500","1500","3000","3000","","","24000","","","","","","","",""
"386d5c5f-c66c-436a-b015-ec798d1650ac","HC260","","","Cold Rolled","","Lightly Oiled (L)","Coils","2","2","","","","","","18000","25000","","","","","","","",""
"f894a0a6-d08f-4660-9f86-701661e29503","DX53","","AS100","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"46860da6-7a9d-4aa6-ba75-ab8554d97b6b","DX53","","AS120","","","","","0.9","0.9","","","","","","60000","60000","","","","","","","",""
"e49685ce-7c01-48bd-bc65-3be4a385a11d","DX54","","AS050","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"bf0d7f3e-ee35-45b0-b2b1-639fc9e59269","DX54","","AS060","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"a0ece0e8-8871-43d5-9b80-440dc6dbb5de","DX54","","AS080","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"de751829-82ae-4f1c-92fc-a9dd4d616882","DX54","","AS100","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"560aca16-912a-4b06-a185-74f37e584027","DX54","","AS120","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"7d6466a3-3fb5-496e-a8db-9f2483b6edea","DX53","","AS050","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"e4b7abfe-d035-468a-b317-7709b146205f","DX53","","AS060","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"9825748d-d475-43f3-80e8-5fd3154eee52","DX53","","AS080","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"3bd63733-b79b-4f0b-a233-b6d10c359ec5","DX53","","AS100","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"f25cca62-d041-4ad8-81f6-6202a26512cb","DX53","","AS120","","","","","1.2","1.2","","","","","","10000","10000","","","","","","","",""
"4273fd28-5992-43a0-bd98-66cf6b650f54","S350GD","","ZM310","","","","","","","","","","","","","","","","","","","","",""
"05c71356-48ba-4b48-a217-678ba62ca4b0","DX54D","","Z100","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.8","1.8","","","","","","18000","25000","","","","","","","",""
"837f9a69-1103-451f-b24d-e971d7135417","S420MC","","","Oiled","","","Plates","5.5","5.7","600","1550","","","","","","","","","","","","",""
"5a5e08da-bed0-44f8-bf8b-e0a7c3adff45","S550MC","","","Oiled","","","Sheets","4","4.08","600","1550","","","","","","","","","","","","",""
"2c6d632d-9a47-4dae-9bc1-6e41b40eca3f","S600MC","","","Oiled","","","Sheets","4","4.08","600","1550","","","","","","","","","","","","",""
"28b82b56-298a-4050-ad03-47dab37e4d2e","DD13","","","Oiled","","","Sheets","1.5","1.5","600","1550","","","","","","","","","","","","",""
"341ae37b-3e39-44f4-99f5-566fab316e0c","S500MC","","","Oiled","","","Sheets","3.15","3.35","600","1550","","","","","","","","","","","","",""
"bf42879f-e641-475a-8b19-c5df8f6cee7a","S550MC","","","Oiled","","","Sheets","3.15","3.35","600","1550","","","","","","","","","","","","",""
"2564eefa-070f-4e4a-915e-c553a35fa561","S460MC","","","Hot Rolled","","Oiled (O)","Coils","3","3","600","1520","","","","","25000","610","610","","","","","",""
"9f17335e-306b-48c7-8ee5-53a8d967e6f5","HC420LA","","","Cold Rolled (+CR)","","","Coils","1.2","1.2","806","","","","","","","","","","","","","",""
"69b87316-8ff0-4eab-b9ff-210247784518","HC420LA","","","","","","Coils","1.14","1.26","600","","","","","50000","50000","","","","","","","",""
"6a52c8f2-ce2b-4939-b090-8e9a49afe284","S235JR","","","","","Oiled (O)","Coils","4","4","","1520","","","","","25000","610","610","","","","","",""
"4eb62a9e-c3f6-4056-8357-7a05db04937d","S355MC","","","Hot Rolled","","","Sheets","3","3","2000","2000","6000","6000","","30000","30000","","","","","","","",""
"49fdec6f-4d3b-4bab-b6e5-3dcba739af9c","S235","","","","","","Slabs","3.8","4","500","","","","","20000","20000","","","","","","","",""
"b895d027-5c42-4455-be0f-a83d981fbb4c","DD11","","","Oiled","","","Sheets","2.5","2.58","600","1550","","","","","","","","","","","","",""
"a29b9c1d-663c-46ef-8950-d567c4f9771b","DD12","","","Oiled","","","Sheets","2.5","2.58","600","1550","","","","","","","","","","","","",""
"b19e4dcf-a8b8-4c15-a6b0-a3ad1d6a8a19","S235JR","","","Oiled","","","Sheets","2.5","2.58","600","1550","","","","","","","","","","","","",""
"52999e61-3e95-4863-80c7-885d6135ff13","S355MC","","","Oiled","","","Sheets","2.55","2.65","600","1550","","","","","","","","","","","","",""
"204bb059-11ec-450a-91cb-d78a8a5619cc","S355MC","","","","","","Plates","18","18","1450","1450","9880","10150","","300000","300000","","","","","","","",""
"c6d8975a-3dd1-485c-944a-766e985c72ef","P265GH","","","","","","Flat Bars","6","6","20.9","20.9","","","","11000","11000","","","","","","","",""
"c7f25358-6aab-48b5-b733-40b57f60a82c","P265GH","","","","","","Flat Bars","6","6","43.2","43.2","","","","1500","1500","","","","","","","",""
"b87da418-3080-4e21-b3e0-b967b9a17e21","P265GH","","","","","","Flat Bars","6","6","40.9","40.9","","","","5000","5000","","","","","","","",""
"ea6ad449-b0b9-4d12-b7b4-3a76df497d85","P265GH","","","","","","Flat Bars","6","6","60.9","60.9","","","","7500","7500","","","","","","","",""
"05a2fd29-2be1-4244-a35a-4ddbf1f75ac1","S235JR","","","","","","Sheets","6","6","2000","2000","6000","6000","","23000","23000","","","","","","","",""
"3c938716-3889-4d73-bb45-d4586b1a44b1","S355J2","","","","","","Sheets","8","8","2000","2000","6000","6000","","3080","3080","","","","","","","",""
"2ab7f631-aed8-4647-a5bb-99427860d0bb","S700MC","","","","","","Sheets","12","12","1500","1500","3000","3000","","24000","24000","","","","","","","",""
"7f7b4920-d653-4e3a-8113-70130b079c9b","S355MC","","","Oiled","","","Coils","5.3","5.5","600","1550","","","","","","","","","","","","",""
"6f5e4b13-e1f1-4a4c-b426-a60ead9faf7a","S420MC","","","Oiled","","","Coils","5.5","5.7","600","1550","","","","","","","","","","","","",""
"146a67a8-eae0-45ea-b93d-08c5fd9ed2d4","S550MC","","","Oiled","","","Coils","4","4.08","600","1550","","","","","","","","","","","","",""
"7d4938ac-745b-4ddc-a0bc-e2f8535411b8","S600MC","","","Oiled","","","Coils","4","4.08","600","1550","","","","","","","","","","","","",""
"25971e2e-305e-4301-a5f9-24b276ab37a1","DD13","","","Oiled","","","Coils","1.5","1.5","600","1550","","","","","","","","","","","","",""
"7c8f99f0-5cae-4a08-9649-1b870e55e903","S500MC","","","Oiled","","","Coils","3.15","3.35","600","1550","","","","","","","","","","","","",""
"c64aac64-f8db-475b-8584-da8551b0a712","S550MC","","","Oiled","","","Coils","3.15","3.35","600","1550","","","","","","","","","","","","",""
"1c87a6a3-bdea-45bf-b259-aee417734726","DC01","","","Cold Rolled","Conventional surface (A)","Oiled (O)","Coils","0.6","0.6","1500","1500","","","","","","","","","","","","",""
"c71e84b2-b968-4ce2-8218-bf3f1e482ea0","DC01","","ZV25/25","","Conventional surface (A)","Phosphated (P)","Coils","1.25","1.25","1250","1250","","","","","","","","","","","","",""
"2c4f5100-fe7a-4ac2-8be5-de8348728af0","DD14","","","Hot Rolled","","Pickled and Oiled","Coils","4","4","1425","","","","","","25000","","","","","","","",""
"04003cf6-de5c-4842-9b0e-0e6c0b0be5cd","S235JR","","","+HR","","","Sheets","1.6","1.6","1500","1500","","","","1e+06","1e+06","","","","","","","",""
"9c779f8b-bd59-4351-a876-8934a07614bc","S235JR","","","","","","Sheets","1.6","1.6","1500","1500","","","","1e+06","1e+06","","","","","","","",""
"9114ca51-0bae-45ef-9a82-8bef4a6e9cf8","DC01","","","","","","Sheets","0.3","0.3","1250","1250","","","","500000","500000","","","","","","","",""
"75a6811c-6d0b-4122-85d0-260989db9672","S350GD","","ZM310","","","","Sheets","2.1","2.1","1250","1250","","","","1e+06","1e+06","","","","","","","",""
"9bc1c99a-5363-4d71-9e5d-70e7e69f988c","DD11","","","Oiled","","","Coils","2.5","2.58","600","1550","","","","","","","","","","","","",""
"fc8cf4d1-ac28-4a43-8661-5a9c39e86369","DD12","","","Oiled","","","Coils","2.5","2.58","600","1550","","","","","","","","","","","","",""
"b6d00da1-7e7e-44ad-b798-3c3bb216ae45","S235JR","","","Oiled","","","Coils","2.5","2.58","600","1550","","","","","","","","","","","","",""
"acc63b60-a988-4e48-bf68-78b98b7c6125","S355MC","","","Oiled","","","Coils","2.55","2.65","600","1550","","","","","","","","","","","","",""
"24f7379f-db60-41c6-81b0-756923cb472c","S355","","","Oiled","","","Coils","12","25","","1520","","","","","25000","610","610","","","","","","610"
"52f74dd3-7131-48a6-8de2-a4f2b4b2a4ec","S420","","","Oiled","","","Coils","12","25","","1520","","","","","25000","610","610","","","","","","610"
"3b00dedd-fcb8-4d71-9ffb-40b92b6cdfe7","S550MC","","","Oiled","","","Coils","3.4","3.6","610","1520","","","","25000","35000","610","610","","","","","",""
"ca1ccf90-ef97-446d-b9ba-214844ffc371","DD11","","","Hot Rolled","","Oiled (O)","Coils","2.4","2.6","600","1520","","","","20000","25000","610","610","","","","","300","360"
"93b3840f-3996-4920-9a37-2f783aa0b5e5","CR340","","","+A","","","Blanks","4","4","","","","","","2500","5000","","","","","","","",""
"6e506d3b-5df6-41ae-aa16-30e8ae177551","DX54D","","Z140","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.8","1.8","","","","","","18000","25000","","","","","","","",""
"1c405089-f867-4741-ac84-58870ab6c7c7","DC01","","","Lightly Oiled (L)","","","Slit Coils","","","","1520","","","","","25000","610","610","","","","","",""
"eb12b319-97e9-4acf-9991-d051e38d0210","DC04","","","Lightly Oiled (L)","","","Slit Coils","","","","1520","","","","","25000","610","610","","","","","",""
"312e7cea-238d-460e-b387-3b70473d1c56","DD13","","","","","","Strips","","","","","","","","","","","","","","","","",""
"f45232a4-beae-4f44-b220-0bcf8557b076","DX51D","","AZ185","Aluzinc (+AZ)","","","Coils","0.8","0.8","1250","1250","","","","24000","24000","","","","","","","",""
"94147869-54e7-4573-a1e8-446456d92dec","DX51D","","AZ150","Aluzinc (+AZ)","","","Coils","2.5","2.5","1250","1250","","","","35000","35000","","","","","","","",""
"1a0f0a69-5eaf-43a9-ac57-b5d67de5eead","","","GA100/100","Galvannealed (+ZF/+GA)","","","Coils","","","","","","","","","","","","","","","","",""
"a46d8ecb-c4de-45b2-b518-693d0f065a68","","","","Oiled (O)","","","Coils","","","","","","","","","","","","","","","","",""
"84ea9d50-7f31-45c2-8774-8d7a0bb3b5e8","DX54D","","Z140","Hot-dip Galvanized (+Z/+GI)","","Oiled","Slit Coils","","","1000","1000","","","","","25000","","","","","","","",""
"db6d28b7-de73-4a52-9015-e7c7032c311f","DX54D","","Z275","Hot-dip Galvanized (+Z/+GI)","","Oiled","Coils","","","1750","1750","","","","","25000","","","","","","","",""
"7c6e359b-e1c3-4d61-9d75-41c4a068fb49","DX54D","","Z275","Hot-dip Galvanized (+Z/+GI)","","Oiled","Coils","","","2000","2000","","","","","25000","","","","","","","",""
"0b9d7988-e9b6-4444-b43f-09254c72fa40","HC260LAD","","Z10","Hot-dip Galvanized (+Z/+GI)","","","Coils","1.4","1.4","720","","","","","","","","","","","","","",""
"fb2b9437-a1b2-4474-8613-a32373ee0d34","","","","Dry","","","Coils","","","","","","","","","","","","","","","","",""
"b0657768-220b-46cf-a148-961ccb8df491","DX51D","","Z275","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","1.4","1.55","","","","","","","","","","","","","","",""
"63601dc2-7f22-4bdb-94e7-356981a1187c","DX54D","","ZF090","Galvannealed (+ZF/+GA)","","","Sheets","0.97","1.05","7","10","","","","","","","","","","","","",""
"bc152295-91ae-4d85-8455-a17a721ad96c","S355MC","","","Hot Rolled","","Pickled and Oiled","Coils","3.05","3.35","","1520","","","","","25000","610","610","","","380","380","450","590"
"be33676a-263e-4eb4-a43e-ce54e7f2e4fb","DX54D","","ZF080","Galvannealed (+ZF/+GA)","","","Sheets","0.97","1.05","","1620","","","","7000","10000","","","","","","","",""
"de1cf703-9c6e-4795-90c5-cbc365ea61ed","DX51D","","Z250","Hot-dip Galvanized (+Z/+GI)","Minimized spangle, conventional surface (MA)","Chemically passivated (C)","Coils","1.4","1.55","","","","","","","","","","","","","","",""
"ba26b23a-d329-4a39-ac72-2a4489eb673f","S235JR","","","Hot Rolled","","Pickled and Oiled","Coils","2.5","2.5","","1520","","","","25000","120000","610","610","","","","","",""
"b2a7a4ba-cdd6-4c85-96bb-9b5ad9351944","S355MC","","","Hot Rolled","","","Coils","2.5","2.5","","","","","","10000","10000","","","","","","","",""
"f0c09949-1d44-45f2-90b1-41b3239b4cab","DX51","","Z040","Hot-dip Galvanized (+Z)","","","Coils","0.35","0.4","","","","","","24000","24000","","","","","220","280","",""
